Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR34,OUT027,6444.662464162716
FDU04,OUT045,1934.8005075867875
FDE35,OUT019,74.5801881565608
NCD31,OUT035,2893.99003405325
FDJ56,OUT035,1721.2209949605221
NCU53,OUT046,2622.106547940211
FDD39,OUT035,3741.3567182397924
NCU17,OUT019,131.05887185851745
FDJ20,OUT046,1921.342639701253
NCW41,OUT018,2296.4677776098647
FDL52,OUT035,753.5851480577504
FDS39,OUT035,2234.690237056717
DRJ47,OUT045,2742.357197676241
FDP13,OUT010,216.07248654214072
DRK39,OUT010,18.076739277398286
FDF28,OUT010,269.1256807113911
FDB09,OUT045,1945.5737911316692
FDM51,OUT046,1580.7793894800325
DRM49,OUT018,633.3876804473033
DRF23,OUT013,2550.954267942969
DRH01,OUT035,2887.523741249804
FDH12,OUT027,2911.539259625082
FDA28,OUT019,265.54865628257943
FDW37,OUT018,1208.4690608373003
FDF02,OUT046,1680.883974081471
DRL37,OUT046,666.6214768788643
NCF43,OUT046,2063.271716902268
FDH08,OUT010,807.5594292203341
FDR34,OUT019,884.5301018091512
NCK19,OUT049,3288.8879432289773
NCD55,OUT018,434.0432215405437
FDT27,OUT049,3768.7489430827536
FDQ57,OUT045,2219.4909277013558
FDA47,OUT035,2663.673938075029
DRG15,OUT027,2017.3009265876465
FDE05,OUT018,2151.031638027664
FDN46,OUT046,1715.0810638006121
FDX27,OUT027,2668.6144970629066
FDT51,OUT045,1763.1678586556718
FDU33,OUT013,763.0634363928184
FDJ16,OUT027,1801.312098001207
FDD20,OUT019,256.0733523130366
FDT36,OUT049,607.3028647882816
DRF15,OUT027,3690.220976253231
FDN52,OUT010,61.83035264981536
FDC22,OUT027,5331.9035708071715
FDX15,OUT045,2534.7469317671653
FDT13,OUT013,3200.2462146639978
FDU04,OUT017,2138.459440300007
FDU31,OUT019,768.3739090010089
FDW59,OUT027,2429.531715907984
NCO29,OUT046,2563.5461445856695
FDL15,OUT035,2602.996181016428
FDI41,OUT049,2556.755725043878
FDQ48,OUT049,1704.8205899910963
DRI39,OUT013,907.3218535710645
FDI08,OUT013,3972.005369983128
FDC21,OUT049,1872.3170137145098
FDF58,OUT035,1180.3509110914745
FDS08,OUT010,446.11840146201104
FDE47,OUT045,1974.3344197112644
NCP18,OUT019,383.5124177955277
NCR41,OUT013,1572.2275814204559
FDA27,OUT013,3713.7918549011447
FDA43,OUT035,3202.4615060614706
FDA49,OUT045,1366.6333839040008
NCE55,OUT018,2512.5777696362893
DRM49,OUT027,1414.8854277092803
FDF22,OUT027,5262.63132039224
FDQ15,OUT018,1127.2113003367633
NCS54,OUT017,3200.402987593026
NCY05,OUT013,582.780269725004
FDR45,OUT046,3848.466243577515
FDK57,OUT049,2075.4509036513014
FDF41,OUT010,897.2776601482468
FDV21,OUT046,2035.0989568283305
FDD51,OUT046,730.9175233510928
FDF33,OUT046,1779.2763639601028
FDA38,OUT046,3687.3607205268904
FDR56,OUT045,3217.8949107454396
NCN41,OUT017,2082.600541572953
FDC60,OUT027,2600.0323204265515
FDB47,OUT045,3328.038269314846
DRH01,OUT013,2844.633043230235
FDW08,OUT046,1713.9203380585204
FDF38,OUT027,1314.851662769528
FDY32,OUT017,2553.9612531147545
FDG34,OUT049,1794.9392433356452
FDG47,OUT019,884.0356579039025
NCF18,OUT035,3186.2488286839157
FDL39,OUT019,636.3401958444601
NCH55,OUT035,2153.834277653366
DRJ35,OUT049,1016.2244318648322
FDS44,OUT035,3954.287099044388
DRE01,OUT018,3861.8864043905246
FDY39,OUT013,3168.121307129975
FDY32,OUT018,2311.936725572377
FDR33,OUT027,3118.5452331808497
NCP50,OUT049,1266.1638480783356
FDZ47,OUT018,1343.9162497666202
FDU57,OUT049,2460.6263217322985
FDY44,OUT013,3190.813032814475
DRH59,OUT018,956.7085472694531
FDB03,OUT027,6275.363626262354
FDY46,OUT045,2928.1077311988943
FDM39,OUT045,2609.2524211059285
FDY36,OUT035,1336.673062326065
NCM55,OUT035,3114.9663543739716
FDJ50,OUT010,142.39584705945254
DRL60,OUT013,2438.0616974232903
NCJ54,OUT049,3873.985171260308
FDX59,OUT017,569.2361690346237
FDI07,OUT013,3238.7488905325467
DRF51,OUT010,213.87389682573675
FDM14,OUT017,1847.6388773232184
FDP21,OUT045,3120.7844813224597
FDE40,OUT035,1136.3634788817
FDE05,OUT035,2547.359009568248
FDM13,OUT027,3455.342030290313
FDC34,OUT027,3899.1795993528617
NCI55,OUT018,1857.12358501923
NCE43,OUT018,2425.9011027792853
FDW58,OUT018,1375.050249011787
FDG60,OUT045,3618.2382900713733
FDV31,OUT017,2734.7770465609283
FDR47,OUT013,3035.74355180095
FDM60,OUT019,233.23012979996983
NCF06,OUT018,3248.927665508549
NCN26,OUT027,2906.656737716154
FDQ59,OUT049,1462.6162057158283
FDF09,OUT046,661.4712401144333
NCS06,OUT017,3788.9400424328346
FDT44,OUT046,1829.5705017392745
FDI19,OUT017,3976.475064640536
FDT22,OUT017,1013.4654579448857
NCF54,OUT027,4422.8734280352965
DRG25,OUT045,3088.5606454281624
FDB59,OUT017,3231.1088828108645
FDQ37,OUT017,3567.426852834107
FDP56,OUT035,809.6456021842005
FDW44,OUT035,2938.4898628203828
FDJ26,OUT010,784.3367566310156
FDU43,OUT018,3420.5314470952176
FDW33,OUT045,1645.2668261047527
NCX53,OUT027,3640.00958407731
FDN56,OUT010,451.70649819530325
DRF15,OUT049,2505.926604303442
FDO33,OUT017,1879.528348089212
FDZ39,OUT010,141.83052249785052
NCJ19,OUT017,965.9690138338493
FDU01,OUT035,3318.2212402653386
FDT12,OUT035,3941.8436858601685
NCM18,OUT018,894.634941468575
FDP19,OUT017,2293.852866699373
NCR42,OUT049,592.3011179403542
FDN10,OUT046,1897.478643852616
FDG44,OUT017,995.2498594031127
FDQ10,OUT046,2867.9305642981058
DRH13,OUT049,1675.2581151611241
FDT52,OUT013,4034.6390771724546
FDM56,OUT045,1726.5578212236076
NCO43,OUT010,175.01204214459995
NCV29,OUT035,2913.6587146992206
NCF06,OUT013,4474.87909043341
FDO50,OUT035,1472.1022855190952
FDT59,OUT013,4048.6612498299714
FDX40,OUT027,1225.4092938193337
FDE50,OUT017,3267.1460071460465
FDX51,OUT017,3303.8296186622897
NCD30,OUT018,1355.818068273588
FDK15,OUT013,1624.325523577066
FDL12,OUT045,1033.3236259558423
FDK46,OUT017,4453.293253981988
DRH49,OUT010,3.7669452498525824
FDQ57,OUT046,2350.5000927070273
FDY59,OUT017,1496.0272896791685
FDO09,OUT018,4084.8769176867336
NCG30,OUT035,1980.0746020147042
FDM09,OUT017,2707.0805972982466
NCN17,OUT027,2771.2134333295894
NCS42,OUT013,1448.7312452195067
FDD02,OUT019,190.91759120355763
FDE34,OUT013,3232.1032729593467
FDU38,OUT045,3026.185326409614
FDB33,OUT046,2541.932368116986
NCJ29,OUT017,1428.203107190203
FDZ27,OUT035,838.2021862225674
FDI40,OUT013,1623.831541714854
FDG22,OUT013,624.8858185468157
FDT51,OUT017,1912.8391118122488
FDF20,OUT018,2874.265777814308
FDV50,OUT035,2040.78976066658
FDT02,OUT049,638.0735772737935
DRC49,OUT017,2407.585360896382
FDF26,OUT049,2484.814049985224
FDV52,OUT035,1964.7420740376301
FDX59,OUT049,611.1217719490928
FDV25,OUT035,4066.8721550745527
FDW23,OUT027,1276.1142679078941
FDE53,OUT018,1399.5956345969307
FDA19,OUT017,2055.0790877315817
FDH22,OUT046,2007.714526819563
NCO41,OUT013,1534.2219177014051
FDX12,OUT017,4391.333534349013
FDF17,OUT013,3185.000443490924
FDS11,OUT045,3620.677840422825
FDR51,OUT035,2458.724349606993
FDT49,OUT010,137.76783204760412
FDC56,OUT013,2050.317746237228
FDR13,OUT027,2955.8437882957587
FDQ60,OUT035,2068.8134523616927
FDN38,OUT049,4117.511404421132
NCL29,OUT013,2524.3622342450712
FDO13,OUT027,4033.2557280155893
FDE26,OUT018,2148.111235713849
FDA31,OUT010,549.8516972097973
FDX14,OUT035,1259.6861932814334
FDA34,OUT045,2805.2406791843937
FDF26,OUT013,2401.3260338847367
FDE38,OUT045,2531.2067516323027
DRI11,OUT046,1805.4886581731887
FDQ60,OUT027,3059.3979477895796
FDL21,OUT027,1233.3945329628432
DRC12,OUT027,4940.917808423278
FDC47,OUT046,3737.730764068085
FDE57,OUT045,1989.668336776933
FDT14,OUT045,1989.592556795188
NCZ53,OUT046,3104.3830893511677
FDE28,OUT018,3664.443971406455
FDR19,OUT035,2482.27106385534
NCF54,OUT019,555.6538925149497
FDZ08,OUT046,1298.5009983327047
NCJ05,OUT018,2246.571866475575
FDF59,OUT046,1999.098663189098
NCO05,OUT035,1756.3277377425748
FDW24,OUT018,628.2762058894368
NCX42,OUT018,2424.96587485668
NCA53,OUT035,844.6624300068625
FDI45,OUT019,498.7487321233878
FDG46,OUT046,1977.07305921361
FDM20,OUT010,861.547350317294
FDW11,OUT010,59.16847121430043
FDX08,OUT035,3241.744135647592
NCK17,OUT035,689.4004027620111
FDK32,OUT018,2222.4174299433853
NCA42,OUT035,2723.5954436282154
DRI01,OUT035,2908.145120532434
NCL55,OUT049,4116.475730125711
DRE25,OUT018,1329.9941370139957
FDD14,OUT017,2930.82704901394
FDB10,OUT046,3745.246205071591
DRN11,OUT035,2431.549445099435
FDP38,OUT018,592.7508401598602
NCA30,OUT017,3110.675367343882
FDT15,OUT017,3251.436720699703
NCP55,OUT018,741.9125293304593
FDF12,OUT035,2455.5354562991615
FDM21,OUT018,3915.1779577144875
FDX56,OUT035,3659.9123211334554
FDF10,OUT017,2491.4158819999975
FDT32,OUT045,3038.291150321887
FDM51,OUT018,1353.1303246336358
NCR50,OUT018,2264.899821205343
FDI19,OUT049,3960.1092715747404
FDX21,OUT017,1715.7111361962143
FDR31,OUT035,2523.666989608128
FDY02,OUT013,4096.842617011435
NCA29,OUT045,2773.2527889021208
NCX17,OUT046,3098.320133099243
FDM12,OUT045,3091.1906490780652
FDI53,OUT027,3948.141324477436
NCU30,OUT049,2795.191878330146
FDC56,OUT027,3297.002743967741
FDK27,OUT018,1723.1807552492846
NCK18,OUT017,2948.1220160271528
FDB52,OUT019,829.5842260316607
DRG25,OUT027,5192.389493685989
FDZ13,OUT049,888.2104539974779
FDB57,OUT019,793.9516240440834
FDR40,OUT046,1324.6287545729185
NCO14,OUT019,199.30740065660063
NCN19,OUT045,2876.215419028517
FDQ28,OUT019,396.9082529445707
FDO13,OUT018,2355.6032498116233
FDK48,OUT013,1257.7562803355238
FDU07,OUT018,2127.472855093338
FDW20,OUT046,1921.476698912271
FDV12,OUT010,111.83469652975401
FDH24,OUT013,2484.4769644880034
FDV59,OUT049,3558.4017881054037
FDK57,OUT045,1896.1557099469637
FDL16,OUT027,1438.6324123189424
NCQ17,OUT046,2452.995340164162
FDJ15,OUT018,2880.6811417253216
FDX24,OUT049,1457.8315461700884
FDT47,OUT046,1815.9504486005953
FDT10,OUT049,1011.6814642045902
FDZ37,OUT018,1206.3685202763975
FDW43,OUT027,6184.613179848168
DRN36,OUT017,1608.4989424997573
FDJ14,OUT045,1213.8319833192418
FDA32,OUT013,3573.7047768854895
FDJ38,OUT019,628.6027873362292
FDQ57,OUT017,2350.751044669386
NCQ41,OUT019,581.4721406356379
FDG56,OUT049,1037.5012625411953
DRC13,OUT027,3332.8648149616097
FDV55,OUT035,2514.442363043764
FDQ49,OUT045,2522.985996145349
FDE29,OUT010,67.54443402362375
FDR03,OUT013,3553.332554222909
FDD45,OUT049,1479.421159851864
FDN38,OUT010,866.6542663323097
FDT56,OUT046,888.2424296526591
FDT48,OUT045,3325.965533525871
FDU03,OUT049,3173.145851277123
FDC56,OUT010,184.20292176384348
NCO43,OUT027,2783.560155708858
FDQ27,OUT017,1803.8167533633614
FDR03,OUT046,3182.9502174955196
DRH23,OUT010,101.45991457425515
FDG22,OUT045,621.1791321371461
NCJ42,OUT013,1651.8132104533033
FDR24,OUT046,1421.526666151396
FDW60,OUT035,2883.417076967686
FDJ08,OUT013,3171.9618285736756
DRL59,OUT018,647.7927497115264
FDG60,OUT010,801.058956342643
FDW27,OUT017,2443.8804242017413
FDX14,OUT018,1025.7630236995276
FDC20,OUT013,826.8218525663533
NCS29,OUT018,3115.687313784904
FDJ56,OUT046,1637.0588963333082
FDB20,OUT019,17.406531061127872
FDL28,OUT027,5982.861429431802
FDW01,OUT018,2138.367844501185
FDL03,OUT046,3129.830123792163
FDX22,OUT049,3731.1628972609487
FDJ21,OUT035,2674.9223214056133
FDR31,OUT045,2281.6027193550003
FDG21,OUT035,2621.8702601525024
FDS22,OUT027,1336.4196914431866
FDK08,OUT035,1651.019759608305
FDE17,OUT018,2252.3896448053124
NCN30,OUT017,1608.4794928234758
FDT50,OUT046,1585.5505564419036
NCX42,OUT049,2671.6278648122766
FDJ12,OUT035,3678.242491731207
NCA18,OUT027,3021.8896185238978
FDP23,OUT019,649.2287877812863
FDX12,OUT013,4133.300943784782
FDN40,OUT018,2114.0777203622733
FDV48,OUT035,1327.7150619784836
NCY54,OUT013,2842.744059609892
FDL16,OUT010,173.32817939741804
FDR45,OUT018,3259.0799830655487
FDJ52,OUT046,2541.4748105277854
DRG01,OUT017,1255.0580135349937
FDP52,OUT013,3891.374835401182
FDU58,OUT017,3263.025033319916
FDL02,OUT045,1570.8610674802442
FDG28,OUT013,3993.978374502147
FDA19,OUT035,2082.080624819975
FDW46,OUT027,2022.915439692344
NCD43,OUT049,1695.899846449338
DRG39,OUT013,797.3402038021351
NCF55,OUT049,687.8107253819766
FDJ07,OUT046,1870.9645763229382
FDE08,OUT046,2440.5747758397188
FDP56,OUT019,148.36053314829124
FDT45,OUT045,831.8087864842637
FDF17,OUT018,2929.9041589305307
FDX44,OUT046,1365.1253134540545
FDM28,OUT027,5054.869521157314
FDI36,OUT049,3264.672740239142
FDS07,OUT045,1775.5854133394207
FDD36,OUT045,1852.0105607569394
FDW11,OUT046,933.1094175247193
FDN40,OUT049,2375.5665644464175
NCQ18,OUT049,1696.6529536336802
NCQ54,OUT017,3008.3150588273706
NCS42,OUT045,1451.3405706125095
DRH39,OUT010,50.06384666385032
FDC09,OUT027,2890.012266098096
FDT08,OUT010,389.5029922938322
FDC08,OUT035,3995.522889516034
FDT20,OUT017,629.3456159234032
FDS35,OUT035,1166.3254663407715
FDX58,OUT018,2891.166878507138
FDW58,OUT046,1591.7805363351479
DRD27,OUT046,1501.9405979018914
FDH32,OUT019,105.46681197273809
FDS26,OUT035,4417.989655286942
FDQ31,OUT046,1455.2306238001286
FDP11,OUT018,3221.0570866074177
FDD58,OUT017,1680.8035670180873
FDM33,OUT045,3461.106078485062
FDZ16,OUT049,3296.3607443400538
NCS29,OUT010,876.1479850509216
NCM18,OUT019,65.00763156815918
FDP11,OUT049,3625.2224577374022
NCC42,OUT017,2219.8912722329915
DRM23,OUT046,2727.5717812148946
NCN55,OUT027,5446.097719396895
FDK46,OUT013,4393.212423312344
FDR01,OUT046,3574.992235675995
NCA05,OUT045,2190.9220088124343
NCP43,OUT017,3026.5314595180066
FDR12,OUT010,512.0975804954047
FDQ01,OUT013,3598.870354327159
FDM13,OUT046,1987.9143264753359
FDQ19,OUT017,4283.310871407534
FDK56,OUT019,648.3945073380002
NCX06,OUT010,642.9980769767405
FDO56,OUT027,3105.525642599061
FDU45,OUT045,1901.8400248488754
FDI16,OUT019,55.21662196739846
FDL32,OUT046,1936.0154445582118
FDA07,OUT046,2080.67496054738
FDA14,OUT045,2434.7577416770237
FDV46,OUT027,3422.9625616434955
NCO07,OUT035,3423.3495281671944
NCP41,OUT046,1666.5011708564434
FDY60,OUT018,1858.5801804245493
FDN38,OUT017,3770.3898346810515
FDO15,OUT046,1226.7364086454363
FDT60,OUT013,2039.3440061313988
FDA55,OUT035,4132.429236902985
FDE02,OUT010,82.67913777212233
DRJ39,OUT049,3709.61967477651
FDV34,OUT035,1315.071899403662
FDS20,OUT027,5181.845915369599
FDF02,OUT027,2948.7661763645265
FDW40,OUT017,2466.7995878769866
NCB43,OUT046,2887.7527784939944
FDR58,OUT017,1444.049221899231
DRJ59,OUT035,709.1738552309415
NCD30,OUT017,1614.177875956223
FDE14,OUT017,1701.0687548197814
FDC28,OUT018,1439.4314609365508
FDU16,OUT018,1085.546298672266
NCD19,OUT035,1017.2727528041363
FDU21,OUT046,615.4250928252546
FDV59,OUT027,5162.420512575321
FDU03,OUT045,3050.763944719245
FDC33,OUT010,659.7417371890332
NCR42,OUT035,618.3518955546917
DRH59,OUT035,1259.5818443891897
NCM31,OUT035,2364.70397217228
FDS50,OUT035,3894.9378562655347
FDP39,OUT046,793.2056612194788
FDQ55,OUT013,1911.1186814698567
FDV36,OUT019,256.9182036360722
FDI05,OUT027,2256.198371625284
FDS45,OUT027,2821.0739280284283
FDA39,OUT045,628.1786323255956
FDC37,OUT010,152.46259540793974
FDJ60,OUT027,4421.759528703394
DRQ35,OUT046,1893.592899452328
NCJ06,OUT046,1948.6886163831432
NCY42,OUT018,2212.3211230640723
DRM37,OUT049,3363.69175646732
FDR14,OUT045,784.7606997813001
FDE51,OUT049,695.6560356812366
FDT33,OUT017,2774.711860350811
FDR08,OUT013,1767.5073112427744
FDE36,OUT010,429.6931120978275
FDL22,OUT019,89.99992398610027
FDR44,OUT013,2052.3718690957608
FDI56,OUT019,106.42659118740129
FDE47,OUT010,249.8362509545707
FDV27,OUT010,70.29428445532172
FDV10,OUT049,773.3508423460602
FDC40,OUT045,1261.1301442265396
NCX41,OUT013,3432.5111857529378
NCQ38,OUT027,2703.109348516484
FDV12,OUT027,2816.114788334244
FDE52,OUT017,1502.017534913514
FDG20,OUT027,4557.31462553775
FDV16,OUT027,1265.8006753949173
FDI32,OUT017,2001.7090959559816
FDJ32,OUT049,994.3870829694947
FDN39,OUT018,2515.311373392268
FDY34,OUT017,2924.2683620143584
FDC14,OUT035,763.574882492397
FDA55,OUT017,4138.444041631901
FDZ50,OUT010,695.4493349657902
DRG13,OUT049,2811.5865873045555
FDP01,OUT013,2361.016895120111
NCG54,OUT017,2859.9348020886046
FDM13,OUT045,1882.8183860635565
NCO18,OUT027,4693.685525292592
NCW41,OUT013,2611.10965342769
FDM52,OUT027,3812.2580555254244
NCF55,OUT035,690.1772763248397
FDT09,OUT046,2178.191504077417
NCM19,OUT035,1875.0459432720972
FDW12,OUT018,2064.477733160435
FDP15,OUT019,948.9388050515971
FDK36,OUT045,804.1755636170615
FDZ25,OUT035,3065.157464520249
NCW06,OUT049,3210.492080428518
FDW60,OUT046,3171.169953632389
DRC49,OUT013,2400.2829094465997
NCT17,OUT035,3260.5404322593254
NCN06,OUT018,2404.223390325759
FDC45,OUT013,2847.6113115496737
DRJ47,OUT019,461.84797681080636
NCF06,OUT045,3629.897530018064
FDE21,OUT010,218.00058624963864
DRG27,OUT013,679.5103579684614
FDW40,OUT049,2249.052475378737
NCO53,OUT046,2882.8908193333677
FDE23,OUT049,749.046648506248
FDQ16,OUT046,1739.3406314586564
FDS26,OUT045,3963.473568173982
FDZ13,OUT010,147.9372623712101
FDS14,OUT049,2469.908764831225
FDC10,OUT045,1852.9025269607282
FDY16,OUT049,3257.726348848571
FDJ20,OUT035,2009.551790979822
FDV43,OUT035,728.3641104792379
FDZ32,OUT027,2757.0537373789175
FDR23,OUT046,2736.6730316269054
FDN24,OUT035,838.508192291904
FDE34,OUT027,5318.943152793486
FDU31,OUT013,3540.0891366445285
FDW33,OUT018,1496.4913877897482
FDU26,OUT046,1885.6242224348837
FDE20,OUT027,4206.610761779389
NCW05,OUT035,1817.8182711892978
FDB22,OUT018,2136.4372923439164
FDO56,OUT046,1859.0916962247018
FDA19,OUT027,3549.099806736869
DRI39,OUT045,941.3354206288517
FDH52,OUT018,761.4169592544309
FDZ50,OUT035,3362.795405132696
NCN42,OUT035,2600.117962310997
FDB53,OUT013,2587.9578407950125
DRG11,OUT017,1753.250394247865
DRK11,OUT027,3816.7837547652803
FDQ60,OUT017,1980.7199925276336
FDT36,OUT017,627.921414819635
DRG25,OUT018,2867.01729688519
DRJ23,OUT046,2939.5103031592284
FDG05,OUT035,2598.3398059855776
NCK06,OUT018,1875.9145890378365
FDU52,OUT017,2395.288656834728
FDW07,OUT018,1171.9945568022042
NCM17,OUT045,755.2472037469929
FDA22,OUT045,2632.8322415431617
NCA41,OUT018,2825.1555772931347
FDF38,OUT035,713.8333633625716
FDH52,OUT046,1050.662603845043
FDY58,OUT019,800.9564954304402
FDZ16,OUT045,3153.573990620509
NCM18,OUT017,1160.6966419925157
FDA22,OUT018,2433.5868447473895
NCJ43,OUT035,2991.9838039827177
FDI34,OUT027,6159.899568375392
FDG56,OUT046,1105.7115614424085
FDS34,OUT046,1810.016444890671
DRC01,OUT035,913.1230273126147
FDQ04,OUT035,771.8553844440888
FDK04,OUT035,964.8594467297984
FDT51,OUT049,1776.6521348342658
FDV26,OUT017,3315.0749138503484
FDS04,OUT049,2160.6670761389314
FDW43,OUT018,3225.4564346711813
FDQ28,OUT010,413.8510898929831
NCK06,OUT017,2118.9650210848663
FDS23,OUT018,1855.7937072328014
FDZ36,OUT019,580.8815621062726
FDE56,OUT018,770.187886981655
FDW10,OUT027,4618.868940301688
NCN14,OUT045,2830.972034770901
NCQ18,OUT045,1639.1039395063601
FDW08,OUT017,1779.289327093152
FDU43,OUT035,4062.15291297445
FDR33,OUT010,112.65289353877165
FDM24,OUT010,395.63615098728064
NCZ05,OUT046,1669.2687148126788
NCV41,OUT035,1951.5931196868348
FDV11,OUT018,2603.6196282590186
NCY05,OUT035,681.76875346825
FDV44,OUT018,2873.7021997277884
FDW32,OUT049,1259.927189748267
NCU18,OUT027,3787.245176634458
NCC43,OUT035,4105.824482562175
FDW19,OUT013,1797.2450478137664
FDN31,OUT035,3220.414982679294
FDI48,OUT045,764.1688059374619
FDS24,OUT017,1354.034374458444
FDF46,OUT049,1843.093636045501
DRG23,OUT017,2323.9205263530444
FDG14,OUT018,2176.5774479867214
NCY30,OUT049,3024.2663614383814
FDO28,OUT018,1803.6505817904217
DRD24,OUT035,2419.556922589616
FDI33,OUT049,1474.3507783498605
FDN32,OUT046,2999.144815296082
FDR16,OUT045,3524.055896377258
FDF26,OUT046,2455.080155874937
NCN29,OUT018,572.4764749954901
FDE20,OUT045,2883.2716853913057
FDA46,OUT046,3177.7808022305853
FDU28,OUT045,2941.6466796661825
FDQ48,OUT045,1576.2531464383221
FDV36,OUT013,2086.1692875834938
FDR14,OUT018,603.1083810648854
FDP23,OUT017,3542.1575416103547
FDP56,OUT013,764.3293949597952
FDK48,OUT010,30.334280611008456
FDR48,OUT046,2412.7157040239113
NCY29,OUT049,1024.7116203965027
FDM22,OUT018,716.1993503650932
DRJ01,OUT013,2438.6406486422943
FDZ43,OUT045,3805.894027840483
FDV03,OUT035,2669.9563601280756
FDX11,OUT027,4906.440028856206
NCA41,OUT027,4939.076657958053
FDE38,OUT017,2634.672959590489
FDI27,OUT018,565.6464440897958
FDN32,OUT013,3205.4122823260964
NCN43,OUT017,2176.9719357302406
FDB47,OUT027,5359.445093385364
FDV03,OUT017,2622.7108450455107
NCN30,OUT045,1517.228720765397
NCV54,OUT010,224.06213016228608
FDV07,OUT013,1707.1362162909327
FDP07,OUT049,3009.7151928176786
FDK48,OUT018,944.9373516131565
FDM15,OUT019,363.6733318277074
FDY19,OUT027,3025.041212451822
FDK46,OUT046,4175.670713734036
FDY11,OUT045,1036.6990047839524
FDH09,OUT046,789.5597608819468
FDO08,OUT027,4226.770161639512
FDU14,OUT013,3863.727017965777
FDD22,OUT027,3280.332950944483
FDM27,OUT017,2593.5164214903784
FDL02,OUT027,2920.109173231822
NCA17,OUT035,2543.6136572341
FDE38,OUT019,454.2766782253215
NCG07,OUT049,3214.9707673634257
DRC27,OUT013,4044.5251264836975
FDA27,OUT035,3796.307474180507
FDW40,OUT045,2151.6378032327534
DRI11,OUT013,1757.5839849642227
FDN50,OUT046,1605.426208321529
FDR12,OUT046,2930.8765105949747
FDT34,OUT027,2921.922907971965
FDW11,OUT035,1058.6286409851548
NCO30,OUT027,4801.892170871052
FDZ34,OUT017,3155.992768684728
FDU45,OUT017,2056.4756097551312
NCD42,OUT035,725.6096153418174
FDX25,OUT045,2876.4714769289353
NCR29,OUT046,941.0709211369126
FDX43,OUT019,499.9456138796898
FDB04,OUT010,69.18691002180078
FDR49,OUT027,1525.1063494590483
FDS39,OUT018,1879.776837215668
FDW58,OUT045,1594.1544334108619
FDG22,OUT019,244.9124624158592
FDG31,OUT017,1046.0832100036414
NCV53,OUT027,5461.6861636141975
DRJ37,OUT035,2497.496403840978
FDV07,OUT035,1831.5236582247464
FDW52,OUT018,2434.1341757871705
FDT15,OUT045,3088.64830888715
FDD02,OUT018,1730.3422011695718
FDM16,OUT035,1267.005602407883
NCE55,OUT046,2739.0397652756633
FDB57,OUT018,3075.152928311179
FDQ04,OUT013,728.1560071230942
FDQ47,OUT019,246.46901751466945
FDY14,OUT019,1042.1755324252865
DRK37,OUT017,3402.1049168885306
FDO25,OUT017,3441.612729932826
FDL57,OUT046,4319.973327387304
NCK29,OUT018,1956.4993751335114
FDK46,OUT027,6154.383593013826
NCB43,OUT010,552.1027767155115
DRE01,OUT027,5377.050721910874
FDC46,OUT018,2901.575133943625
FDQ23,OUT045,1675.1168094466593
FDX38,OUT049,797.7347332820045
FDG60,OUT018,3534.097767759705
FDW55,OUT017,4223.4989235485855
FDP39,OUT013,777.903598679192
FDB20,OUT018,1002.4570367645798
FDV21,OUT017,2304.8449379227623
FDZ02,OUT013,1511.6983138556764
FDP19,OUT027,3423.742816774849
FDA38,OUT035,3725.3345587872464
FDH22,OUT045,1960.2537768601812
DRM11,OUT045,4043.4838938758335
FDO12,OUT027,4910.629138167167
FDT14,OUT049,2071.2836515641934
FDW34,OUT010,858.7551490519586
FDG04,OUT027,4444.246277547469
FDW59,OUT018,1082.0962067345872
FDR33,OUT018,1545.7653169137693
FDP32,OUT013,1990.374035104903
FDL13,OUT027,5809.870077241579
FDD22,OUT013,1920.730580808293
FDV40,OUT027,2049.139016724655
NCD55,OUT046,619.5342637024061
FDQ20,OUT010,254.0369914932027
FDD28,OUT045,851.0247477021071
FDC39,OUT045,3459.8794150593926
NCR17,OUT049,1890.0623363200164
DRO35,OUT018,1592.3386804883478
FDF40,OUT049,4114.5147289171855
FDR31,OUT018,2255.2407863409126
NCQ41,OUT017,3270.411172628177
FDP38,OUT046,747.1326764800702
NCU54,OUT027,5334.5673367436075
FDG22,OUT018,385.3039917518638
DRK59,OUT013,3639.375642895673
FDC37,OUT046,1730.9100334543884
NCO42,OUT013,2378.142398397064
NCT42,OUT017,2362.5570389566406
FDX27,OUT035,1580.3339139284592
FDV40,OUT018,922.7719550778121
FDT45,OUT027,1787.5639668205824
FDS47,OUT019,83.96897167975006
FDR45,OUT035,4182.524507529827
FDB03,OUT045,3795.3797552042847
FDO49,OUT035,885.7938045950581
FDU60,OUT027,4432.503555729034
FDB26,OUT018,649.0676718350857
FDB46,OUT017,3636.1567533565617
FDQ37,OUT019,749.0397085974708
FDN03,OUT017,4373.456896850373
NCX30,OUT045,3887.350007787752
FDK32,OUT019,408.550418043707
DRM47,OUT013,3223.995613771443
NCO02,OUT046,1128.0535137395418
FDP04,OUT013,974.3815055564568
NCO43,OUT049,1755.1930503568856
FDD59,OUT013,1251.1322867175193
FDQ10,OUT017,3007.1182094825504
FDW45,OUT035,2668.2722015369964
NCK30,OUT049,4075.2009049076837
FDU31,OUT018,2889.930614085897
NCQ17,OUT019,340.74105105717166
FDN01,OUT017,2684.5343605021444
FDZ19,OUT049,2887.481028655802
DRG37,OUT017,2556.216705176004
FDE32,OUT045,558.0615764909719
FDO34,OUT049,2830.302858980771
